,actual,prediction,diff
51_other_3,-121.64,-120.70586,0.9341436767578131
53_other_3,-121.64,-120.70586,0.9341436767578131
54_other_3,-121.64,-120.70586,0.9341436767578131
56_other_3,-121.64,-120.70586,0.9341436767578131
57_other_3,-121.64,-120.70586,0.9341436767578131
59_other_3,-122.54,-120.70586,1.8341436767578188
60_other_3,-122.54,-120.70586,1.8341436767578188
62_other_3,-123.44,-122.6077,0.8323034667968727
63_other_3,-123.44,-122.6077,0.8323034667968727
65_other_3,-125.93,-126.21394,0.2839434814453057
66_other_3,-125.93,-126.21394,0.2839434814453057
68_other_3,-80.56,-80.003975,0.556025085449221
69_other_3,-80.56,-80.003975,0.556025085449221
70_other_3,-80.56,-80.003975,0.556025085449221
0_I_1,-81.33,-79.86383,1.4661694335937483
2_I_1,-81.33,-79.86383,1.4661694335937483
3_I_1,-81.33,-79.86383,1.4661694335937483
5_I_1,-125.41,-125.51188,0.10187896728515966
6_I_1,-125.41,-125.51188,0.10187896728515966
8_I_1,-114.28,-114.061295,0.21870544433593864
9_I_1,-114.28,-114.061295,0.21870544433593864
11_I_1,-60.35,-56.00099,4.349008178710939
12_I_1,-60.35,-56.00099,4.349008178710939
0_From_Review_195,-113.0,-105.11093,7.889068603515625
0_From_Review_467,-123.0,-123.071106,0.07110595703125
6_From_Review_467,-83.0,-80.45522,2.5447769165039062
8_From_Review_467,-165.0,-162.02744,2.972564697265625
7_From_Review_342,-65.0,-61.391388,3.608612060546875
8_From_Review_342,-65.0,-61.391388,3.608612060546875
9_From_Review_342,-65.0,-61.391388,3.608612060546875
4_alcohols_12,-114.72,-113.260155,1.4598452758789051
5_alcohols_12,-114.72,-113.260155,1.4598452758789051
7_alcohols_12,-122.96,-119.48806,3.4719400024414
8_alcohols_12,-122.96,-119.48806,3.4719400024414
10_alcohols_12,-123.95,-121.61272,2.3372833251953153
11_alcohols_12,-123.95,-121.61272,2.3372833251953153
13_alcohols_12,-124.83,-122.6077,2.2223034667968733
14_alcohols_12,-124.83,-122.6077,2.2223034667968733
16_alcohols_12,-127.37,-126.21394,1.156056518554692
17_alcohols_12,-127.37,-126.21394,1.156056518554692
19_alcohols_12,-82.47,-81.57016,0.8998400878906239
20_alcohols_12,-82.47,-81.57016,0.8998400878906239
21_alcohols_12,-82.47,-81.57016,0.8998400878906239
8_aromatics_11,-63.19,-62.072334,1.1176657104492165
9_aromatics_11,-63.19,-62.072334,1.1176657104492165
10_aromatics_11,-63.19,-62.072334,1.1176657104492165
4_From_Review_310,-80.0,-78.91205,1.08795166015625
5_From_Review_310,-80.0,-78.91205,1.08795166015625
6_From_Review_310,-80.0,-78.91205,1.08795166015625
8_From_Review_194,-214.0,-211.82156,2.178436279296875
0_From_Review_18,-191.0,-194.14604,3.1460418701171875
0_From_Review_377,-52.6,-49.924217,2.6757827758789077
2_From_Review_377,-52.6,-49.924217,2.6757827758789077
3_From_Review_377,-52.6,-49.924217,2.6757827758789077
7_From_Review_377,-52.6,-48.410873,4.189126586914064
8_From_Review_377,-52.6,-48.410873,4.189126586914064
9_From_Review_377,-52.6,-48.410873,4.189126586914064
12_From_Review_377,-52.6,-51.541046,1.0589538574218764
13_From_Review_377,-52.6,-51.541046,1.0589538574218764
14_From_Review_377,-52.6,-51.541046,1.0589538574218764
17_From_Review_377,-52.6,-51.541046,1.0589538574218764
18_From_Review_377,-52.6,-51.541046,1.0589538574218764
19_From_Review_377,-52.6,-51.541046,1.0589538574218764
22_From_Review_377,-52.6,-51.541046,1.0589538574218764
23_From_Review_377,-52.6,-51.541046,1.0589538574218764
24_From_Review_377,-52.6,-51.541046,1.0589538574218764
27_From_Review_377,-52.6,-51.541046,1.0589538574218764
28_From_Review_377,-52.6,-51.541046,1.0589538574218764
29_From_Review_377,-52.6,-51.541046,1.0589538574218764
0_From_Review_258,-95.0,-91.32135,3.67864990234375
2_From_Review_258,-90.0,-91.523865,1.52386474609375
0_From_Review_186,-211.0,-215.24294,4.2429351806640625
5_From_Review_226,-91.0,-91.31951,0.31951141357421875
6_From_Review_226,-91.0,-91.31951,0.31951141357421875
8_From_Review_423,-127.0,-125.96164,1.038360595703125
9_From_Review_423,-127.0,-125.96164,1.038360595703125
0_I_6,-72.2,-70.75347,1.446528625488284
2_I_6,-72.2,-70.75347,1.446528625488284
3_I_6,-72.2,-70.75347,1.446528625488284
5_I_6,-186.31,-180.45401,5.855989990234377
7_I_6,-72.2,-72.487595,0.28759460449218466
8_I_6,-72.2,-72.487595,0.28759460449218466
9_I_6,-72.2,-72.487595,0.28759460449218466
11_I_6,-121.51,-120.26278,1.2472207641601614
12_I_6,-121.51,-120.26278,1.2472207641601614
14_I_6,-121.04,-122.0711,1.0310983276367125
15_I_6,-121.04,-122.0711,1.0310983276367125
17_I_6,-120.83,-120.70586,0.1241436767578108
18_I_6,-120.83,-120.70586,0.1241436767578108
20_I_6,-120.83,-120.1962,0.6338024902343733
21_I_6,-120.83,-120.1962,0.6338024902343733
23_I_6,-113.25,-110.10364,3.1463623046875
24_I_6,-113.25,-110.10364,3.1463623046875
26_I_6,-59.69,-56.00099,3.6890081787109352
27_I_6,-59.69,-56.00099,3.6890081787109352
3_From_Review_257,-98.0,-103.3011,5.3011016845703125
4_From_Review_257,-98.0,-103.3011,5.3011016845703125
11_From_Review_362,-64.0,-61.69445,2.3055496215820312
12_From_Review_362,-64.0,-61.69445,2.3055496215820312
13_From_Review_362,-64.0,-61.69445,2.3055496215820312
4_From_Review_73,-226.0,-220.85858,5.14141845703125
4_From_Review_4,-116.0,-114.740814,1.259185791015625
5_From_Review_4,-116.0,-114.740814,1.259185791015625
7_From_Review_93,-173.0,-175.0204,2.0204010009765625
4_alcohols_3,-113.78,-113.260155,0.5198452758789074
5_alcohols_3,-113.78,-113.260155,0.5198452758789074
7_alcohols_3,-122.1,-119.48806,2.6119400024414006
8_alcohols_3,-122.1,-119.48806,2.6119400024414006
10_alcohols_3,-123.06,-121.61272,1.4472833251953148
11_alcohols_3,-123.06,-121.61272,1.4472833251953148
13_alcohols_3,-123.92,-122.6077,1.3123034667968767
14_alcohols_3,-123.92,-122.6077,1.3123034667968767
16_alcohols_3,-126.34,-126.21394,0.1260565185546909
17_alcohols_3,-126.34,-126.21394,0.1260565185546909
19_alcohols_3,-81.07,-80.003975,1.066025085449212
20_alcohols_3,-81.07,-80.003975,1.066025085449212
21_alcohols_3,-81.07,-80.003975,1.066025085449212
2_From_Review_43,-126.0,-121.50336,4.49664306640625
4_From_Review_43,-83.0,-80.86256,2.1374435424804688
5_From_Review_43,-83.0,-80.86256,2.1374435424804688
6_From_Review_43,-83.0,-80.86256,2.1374435424804688
8_From_Review_43,-83.0,-80.86256,2.1374435424804688
9_From_Review_43,-83.0,-80.86256,2.1374435424804688
10_From_Review_43,-83.0,-80.86256,2.1374435424804688
8_acrylates_3,-113.71,-112.77312,0.9368829345703062
9_acrylates_3,-113.71,-112.77312,0.9368829345703062
11_acrylates_3,-121.76,-119.48806,2.2719400024414114
12_acrylates_3,-121.76,-119.48806,2.2719400024414114
14_acrylates_3,-122.01,-121.61272,0.3972833251953176
15_acrylates_3,-122.01,-121.61272,0.3972833251953176
17_acrylates_3,-122.01,-120.70586,1.3041436767578176
18_acrylates_3,-122.01,-120.70586,1.3041436767578176
20_acrylates_3,-122.82,-120.70586,2.1141436767578057
21_acrylates_3,-122.82,-120.70586,2.1141436767578057
23_acrylates_3,-123.65,-122.6077,1.0423034667968807
24_acrylates_3,-123.65,-122.6077,1.0423034667968807
26_acrylates_3,-126.24,-126.21394,0.026056518554682384
27_acrylates_3,-126.24,-126.21394,0.026056518554682384
29_acrylates_3,-80.96,-80.003975,0.9560250854492125
30_acrylates_3,-80.96,-80.003975,0.9560250854492125
31_acrylates_3,-80.96,-80.003975,0.9560250854492125
0_From_Review_414,-81.0,-79.86383,1.13616943359375
2_From_Review_414,-81.0,-79.86383,1.13616943359375
3_From_Review_414,-81.0,-79.86383,1.13616943359375
5_From_Review_414,-126.0,-125.51188,0.48812103271484375
6_From_Review_414,-126.0,-125.51188,0.48812103271484375
8_From_Review_414,-114.0,-114.061295,0.0612945556640625
9_From_Review_414,-114.0,-114.061295,0.0612945556640625
11_From_Review_414,-60.0,-56.00099,3.9990081787109375
12_From_Review_414,-60.0,-56.00099,3.9990081787109375
2_From_Review_261,-81.0,-80.1674,0.8326034545898438
3_From_Review_261,-81.0,-80.1674,0.8326034545898438
3_From_Review_31,-156.0,-156.47046,0.470458984375
9_From_Review_55,-154.0,-149.51616,4.4838409423828125
5_From_Review_248,-127.3,-128.73064,1.4306365966796903
6_From_Review_248,-127.3,-128.73064,1.4306365966796903
0_From_Review_161,-136.0,-138.81729,2.817291259765625
