,0,1,2,3,4,5,NMR_Peaks,Is In Ring,Is In Ring,IsInLinear
23_acrylates_7,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['S', 'F', 'F', 'F', 'F', 'C']","['N', 'O', 'O', 'F', 'F', 'F']",-121.81,0,,-121.81
26_acrylates_7,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'F']","['S', 'F', 'F']",-121.98,0,,-121.98
29_acrylates_7,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'F']","['C', 'F', 'F']","['C', 'F', 'F']",-122.79,0,,-122.79
32_acrylates_7,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'F']","['C', 'F', 'F']","['C', 'F', 'F']","['C', 'F', 'F']",-126.21,0,,-126.21
14_acrylates_8,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'H', 'H', 'F', 'F', 'C']","['C', 'O', 'H', 'F', 'C', 'C']","['O', 'H', 'H', 'H', 'F', 'F', 'F', 'F', 'F', 'F']",-115.19,0,,-115.19
17_acrylates_8,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'F', 'F', 'F', 'C', 'C']","['C', 'H', 'H', 'F', 'F', 'F', 'F', 'F', 'F']","['C', 'O', 'H']",-120.73,0,,-120.73
7_alcohols_2,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'H', 'H', 'F', 'F', 'F']","['O', 'H', 'H']",['H'],-124.88,0,,-124.88
10_alcohols_2,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'F']","['C', 'F', 'F']","['C', 'H', 'H']","['O', 'H', 'H']",-126.25,0,,-126.25
7_alcohols_3,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'H', 'H', 'F', 'F', 'C']","['O', 'H', 'H', 'F', 'F', 'C']","['H', 'F', 'F', 'F']",-122.1,0,,-122.1
10_alcohols_3,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'H', 'H', 'F', 'F', 'F']","['O', 'H', 'H']",-123.06,0,,-123.06
13_alcohols_3,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'F']","['C', 'F', 'F']","['C', 'H', 'H']",-123.92,0,,-123.92
16_alcohols_3,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'F']","['C', 'F', 'F']","['C', 'F', 'F']","['C', 'F', 'F']",-126.34,0,,-126.34
7_alcohols_4,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'H', 'H', 'F', 'F', 'C']","['O', 'H', 'H', 'F', 'F', 'C']","['H', 'F', 'F', 'C']",-121.84,0,,-121.84
10_alcohols_4,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'H', 'H', 'F', 'F', 'C']","['O', 'H', 'H', 'F', 'F', 'C']",-122.06,0,,-122.06
13_alcohols_4,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'H', 'H', 'F', 'F', 'F']",-122.06,0,,-122.06
16_alcohols_4,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'F']","['C', 'F', 'F']",-122.86,0,,-122.86
19_alcohols_4,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'F']","['C', 'F', 'F']","['C', 'F', 'F']",-123.85,0,,-123.85
22_alcohols_4,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'F']","['C', 'F', 'F']","['C', 'F', 'F']","['C', 'F', 'F']",-126.26,0,,-126.26
7_alcohols_5,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'H', 'H', 'F', 'F', 'C']","['O', 'H', 'H', 'F', 'F', 'C']","['H', 'F', 'F', 'C']",-121.9,0,,-121.9
10_alcohols_5,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'H', 'H', 'F', 'F', 'C']","['O', 'H', 'H', 'F', 'F', 'C']",-121.9,0,,-121.9
13_alcohols_5,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'H', 'H', 'F', 'F', 'C']",-121.9,0,,-121.9
16_alcohols_5,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']",-121.9,0,,-121.9
19_alcohols_5,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'F']",-121.9,0,,-121.9
22_alcohols_5,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'F']","['C', 'F', 'F']",-122.8,0,,-122.8
25_alcohols_5,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'F']","['C', 'F', 'F']","['C', 'F', 'F']",-123.83,0,,-123.83
28_alcohols_5,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'F']","['C', 'F', 'F']","['C', 'F', 'F']","['C', 'F', 'F']",-126.22,0,,-126.22
6_alcohols_7,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['O', 'H', 'H', 'F', 'F', 'C']","['H', 'F', 'F', 'C']","['F', 'F', 'C']",-122.22,0,,-122.22
9_alcohols_7,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['O', 'H', 'H', 'F', 'F', 'C']","['H', 'F', 'F', 'F']",-122.44,0,,-122.44
12_alcohols_7,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'F']","['O', 'H', 'H']",-122.91,0,,-122.91
15_alcohols_7,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'F']","['C', 'F', 'F']","['C', 'F', 'F']",-123.74,0,,-123.74
18_alcohols_7,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'F']","['C', 'F', 'F']","['C', 'F', 'F']","['C', 'F', 'F']",-126.28,0,,-126.28
6_alcohols_8,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['O', 'H', 'H', 'F', 'F', 'C']","['H', 'F', 'F', 'C']","['F', 'F', 'C']",-122.01,0,,-122.01
9_alcohols_8,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['O', 'H', 'H', 'F', 'F', 'C']","['H', 'F', 'F', 'C']",-122.01,0,,-122.01
12_alcohols_8,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['O', 'H', 'H', 'F', 'F', 'C']",-122.178,0,,-122.178
15_alcohols_8,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'F']",-122.43,0,,-122.43
18_alcohols_8,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'F']","['C', 'F', 'F']",-122.83,0,,-122.83
21_alcohols_8,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'F']","['C', 'F', 'F']","['C', 'F', 'F']",-123.7,0,,-123.7
24_alcohols_8,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'F']","['C', 'F', 'F']","['C', 'F', 'F']","['C', 'F', 'F']",-126.24,0,,-126.24
6_alcohols_9,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['O', 'H', 'H', 'F', 'F', 'H']",['H'],[],-126.13,0,,-126.13
9_alcohols_9,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'H']","['C', 'F', 'F']","['O', 'H', 'H']",['H'],-130.73,0,,-130.73
6_olefins_1,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'H', 'F', 'F', 'F']","['H', 'H']",[],-124.63,0,,-124.63
9_olefins_1,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'F']","['C', 'F', 'F']","['C', 'H']","['H', 'H']",-125.9,0,,-125.9
6_olefins_2,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'H', 'F', 'F', 'C']","['H', 'H', 'F', 'F', 'C']","['F', 'F', 'C']",-121.58,0,,-121.58
9_olefins_2,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'H', 'F', 'F', 'C']","['H', 'H', 'F', 'F', 'C']",-122.08,0,,-122.08
12_olefins_2,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'H', 'F', 'F', 'F']",-122.08,0,,-122.08
15_olefins_2,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'F']","['C', 'F', 'F']",-122.87,0,,-122.87
18_olefins_2,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'F']","['C', 'F', 'F']","['C', 'F', 'F']",-123.77,0,,-123.77
21_olefins_2,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'F']","['C', 'F', 'F']","['C', 'F', 'F']","['C', 'F', 'F']",-126.33,0,,-126.33
6_olefins_3,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'H', 'F', 'F', 'C']","['H', 'H', 'F', 'F', 'C']","['F', 'F', 'C']",-121.55,0,,-121.55
9_olefins_3,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'H', 'F', 'F', 'C']","['H', 'H', 'F', 'F', 'C']",-121.86,0,,-121.86
12_olefins_3,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'H', 'F', 'F', 'C']",-121.86,0,,-121.86
15_olefins_3,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']",-121.99,0,,-121.99
18_olefins_3,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'F']",-121.99,0,,-121.99
21_olefins_3,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'F']","['C', 'F', 'F']",-122.82,0,,-122.82
24_olefins_3,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'F']","['C', 'F', 'F']","['C', 'F', 'F']",-123.73,0,,-123.73
27_olefins_3,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'F']","['C', 'F', 'F']","['C', 'F', 'F']","['C', 'F', 'F']",-126.25,0,,-126.25
6_ethers_0,['C'],"['C', 'F', 'C']","['O', 'F', 'F', 'F', 'F', 'C']","['C', 'F', 'F', 'F']","['H', 'H', 'H']",[],-126.22,0,,-126.22
9_ethers_0,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'F']","['O', 'F', 'F']",['C'],"['H', 'H', 'H']",-126.62,0,,-126.62
5_alkanes_1,['C'],"['C', 'F', 'C']","['F', 'F', 'F', 'F', 'F', 'C']","['F', 'F', 'C']","['F', 'F', 'C']","['F', 'F', 'C']",-126.08,0,,-126.08
8_alkanes_1,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['F', 'F', 'F', 'F', 'F', 'C']","['F', 'F', 'C']","['F', 'F', 'F']",-122.7,0,,-122.7
11_alkanes_1,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['F', 'F', 'F', 'F', 'F', 'F']",[],-122.07,0,,-122.07
14_alkanes_1,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'F']","['C', 'F', 'F']","['F', 'F', 'F']",-122.7,0,,-122.7
17_alkanes_1,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'F']","['C', 'F', 'F']","['C', 'F', 'F']","['C', 'F', 'F']",-126.08,0,,-126.08
5_alkanes_2,['C'],"['C', 'F', 'C']","['F', 'F', 'F', 'F', 'F', 'C']","['F', 'F', 'C']","['F', 'F', 'C']","['F', 'F', 'C']",-126.06,0,,-126.06
8_alkanes_2,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['F', 'F', 'F', 'F', 'F', 'C']","['F', 'F', 'C']","['F', 'F', 'C']",-122.65,0,,-122.65
11_alkanes_2,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['F', 'F', 'F', 'F', 'F', 'C']","['F', 'F', 'F']",-121.88,0,,-121.88
14_alkanes_2,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'F']","['F', 'F', 'F']",-121.88,0,,-121.88
17_alkanes_2,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'F']","['C', 'F', 'F']","['C', 'F', 'F']",-122.65,0,,-122.65
20_alkanes_2,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'F']","['C', 'F', 'F']","['C', 'F', 'F']","['C', 'F', 'F']",-126.06,0,,-126.06
5_alkanes_3,['C'],"['C', 'F', 'C']","['F', 'F', 'F', 'F', 'F', 'C']","['F', 'F', 'C']","['F', 'F', 'C']","['F', 'F', 'C']",-126.06,0,,-126.06
8_alkanes_3,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['F', 'F', 'F', 'F', 'F', 'C']","['F', 'F', 'C']","['F', 'F', 'C']",-122.63,0,,-122.63
11_alkanes_3,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['F', 'F', 'F', 'F', 'F', 'C']","['F', 'F', 'C']",-121.81,0,,-121.81
14_alkanes_3,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['F', 'F', 'F', 'F', 'F', 'F']",-121.7,0,,-121.7
17_alkanes_3,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'F']","['C', 'F', 'F']",-121.81,0,,-121.81
20_alkanes_3,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'F']","['C', 'F', 'F']","['C', 'F', 'F']",-122.63,0,,-122.63
23_alkanes_3,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'F']","['C', 'F', 'F']","['C', 'F', 'F']","['C', 'F', 'F']",-126.06,0,,-126.06
5_alkanes_4,['C'],"['C', 'F', 'C']","['F', 'F', 'F', 'F', 'F', 'C']","['F', 'F', 'C']","['F', 'F', 'C']","['F', 'F', 'C']",-126.05,0,,-126.05
8_alkanes_4,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['F', 'F', 'F', 'F', 'F', 'C']","['F', 'F', 'C']","['F', 'F', 'C']",-122.63,0,,-122.63
11_alkanes_4,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['F', 'F', 'F', 'F', 'F', 'C']","['F', 'F', 'C']",-121.82,0,,-121.82
14_alkanes_4,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['F', 'F', 'F', 'F', 'F', 'C']",-121.66,0,,-121.66
17_alkanes_4,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'F']",-121.66,0,,-121.66
20_alkanes_4,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'F']","['C', 'F', 'F']",-121.82,0,,-121.82
23_alkanes_4,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'F']","['C', 'F', 'F']","['C', 'F', 'F']",-122.63,0,,-122.63
26_alkanes_4,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'F']","['C', 'F', 'F']","['C', 'F', 'F']","['C', 'F', 'F']",-126.05,0,,-126.05
8_SO3H_2,['C'],"['C', 'F', 'C']","['S', 'F', 'F', 'F', 'F', 'F']","['O', 'O', 'O']",['H'],[],-124.91,0,,-124.91
8_SO3H_3,['C'],"['C', 'F', 'C']","['S', 'F', 'F', 'F', 'F', 'C']","['O', 'O', 'O', 'F', 'F', 'F']",['H'],[],-121.95,0,,-121.95
11_SO3H_3,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'F']","['S', 'F', 'F']","['O', 'O', 'O']",['H'],-126.22,0,,-126.22
8_SO3H_4,['C'],"['C', 'F', 'C']","['S', 'F', 'F', 'F', 'F', 'C']","['O', 'O', 'O', 'F', 'F', 'C']","['H', 'F', 'F', 'F']",[],-121.81,0,,-121.81
11_SO3H_4,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['S', 'F', 'F', 'F', 'F', 'F']","['O', 'O', 'O']",['H'],-122.63,0,,-122.63
14_SO3H_4,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'F']","['C', 'F', 'F']","['S', 'F', 'F']","['O', 'O', 'O']",-126.03,0,,-126.03
8_SO3H_5,['C'],"['C', 'F', 'C']","['S', 'F', 'F', 'F', 'F', 'C']","['O', 'O', 'O', 'F', 'F', 'C']","['H', 'F', 'F', 'C']","['F', 'F', 'F']",-120.14,0,,-120.14
11_SO3H_5,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['S', 'F', 'F', 'F', 'F', 'C']","['O', 'O', 'O', 'F', 'F', 'F']",['H'],-121.29,0,,-121.29
14_SO3H_5,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'F']","['S', 'F', 'F']","['O', 'O', 'O']",-122.21,0,,-122.21
17_SO3H_5,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'F']","['C', 'F', 'F']","['C', 'F', 'F']","['S', 'F', 'F']",-125.47,0,,-125.47
8_SO3H_6,['C'],"['C', 'F', 'C']","['S', 'F', 'F', 'F', 'F', 'C']","['O', 'O', 'O', 'F', 'F', 'C']","['H', 'F', 'F', 'C']","['F', 'F', 'C']",-120.08,0,,-120.08
11_SO3H_6,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['S', 'F', 'F', 'F', 'F', 'C']","['O', 'O', 'O', 'F', 'F', 'C']","['H', 'F', 'F', 'C']",-121.06,0,,-121.06
14_SO3H_6,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['S', 'F', 'F', 'F', 'F', 'C']","['O', 'O', 'O', 'F', 'F', 'F']",-121.28,0,,-121.28
17_SO3H_6,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'F']","['S', 'F', 'F']",-121.28,0,,-121.28
20_SO3H_6,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'F']","['C', 'F', 'F']","['C', 'F', 'F']",-122.07,0,,-122.07
23_SO3H_6,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'F']","['C', 'F', 'F']","['C', 'F', 'F']","['C', 'F', 'F']",-125.4,0,,-125.4
8_SO3H_7,['C'],"['C', 'F', 'C']","['S', 'F', 'F', 'F', 'F', 'C']","['O', 'O', 'O', 'F', 'F', 'C']","['H', 'F', 'F', 'C']","['F', 'F', 'C']",-120.59,0,,-120.59
11_SO3H_7,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['S', 'F', 'F', 'F', 'F', 'C']","['O', 'O', 'O', 'F', 'F', 'C']","['H', 'F', 'F', 'C']",-121.64,0,,-121.64
14_SO3H_7,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['S', 'F', 'F', 'F', 'F', 'C']","['O', 'O', 'O', 'F', 'F', 'C']",-121.64,0,,-121.64
17_SO3H_7,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['S', 'F', 'F', 'F', 'F', 'C']",-121.64,0,,-121.64
20_SO3H_7,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'F']",-121.64,0,,-121.64
23_SO3H_7,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'F']","['C', 'F', 'F']",-121.64,0,,-121.64
26_SO3H_7,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'F']","['C', 'F', 'F']","['C', 'F', 'F']",-122.59,0,,-122.59
29_SO3H_7,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'F']","['C', 'F', 'F']","['C', 'F', 'F']","['C', 'F', 'F']",-125.99,0,,-125.99
5_SO3H_8,['C'],"['C', 'F', 'C']","['F', 'F', 'F', 'F', 'F', 'C']","['F', 'F', 'C']","['F', 'F', 'C']","['F', 'F', 'C']",-126.29,0,,-126.29
8_SO3H_8,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['F', 'F', 'F', 'F', 'F', 'C']","['F', 'F', 'C']","['C', 'H', 'H']",-123.67,0,,-123.67
11_SO3H_8,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['F', 'F', 'F', 'C', 'H', 'H']","['S', 'H', 'H']",-123,0,,-123
14_SO3H_8,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'F', 'F', 'C', 'H', 'H']","['C', 'F', 'F', 'S', 'H', 'H']","['F', 'F', 'F', 'H']",-122.04,0,,-122.04
5_SO3H_9,['C'],"['C', 'F', 'C']","['F', 'F', 'F', 'F', 'F', 'C']","['F', 'F', 'C']","['F', 'F', 'C']","['F', 'F', 'C']",-126.28,0,,-126.28
8_SO3H_9,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['F', 'F', 'F', 'F', 'F', 'C']","['F', 'F', 'C']","['S', 'H', 'H']",-123.63,0,,-123.63
11_SO3H_9,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['F', 'F', 'F', 'S', 'H', 'H']",['H'],-122.95,0,,-122.95
14_SO3H_9,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'F', 'F', 'S', 'H', 'H']","['C', 'F', 'F', 'H']","['F', 'F', 'F']",-121.98,0,,-121.98
10_SO3H_10,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'H', 'H', 'F', 'F', 'C']","['S', 'H', 'H', 'F', 'F', 'C']","['O', 'O', 'O', 'F', 'F', 'F']",-121.79,0,,-121.79
13_SO3H_10,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'H', 'H', 'F', 'F', 'F']","['S', 'H', 'H']",-122.79,0,,-122.79
16_SO3H_10,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'F']","['C', 'F', 'F']","['C', 'H', 'H']",-123.17,0,,-123.17
19_SO3H_10,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'F']","['C', 'F', 'F']","['C', 'F', 'F']","['C', 'F', 'F']",-126.07,0,,-126.07
8_SO3H_11,['C'],"['C', 'F', 'C']","['S', 'F', 'F', 'F', 'F', 'C']","['N', 'O', 'O', 'F', 'F', 'F']","['H', 'H']",[],-121.5,0,,-121.5
