,actual,prediction,diff
11_From_Review_387,-84.0,-84.03068431132716,0.030684311327163982
12_From_Review_387,-84.0,-84.03068431132716,0.030684311327163982
13_From_Review_387,-84.0,-84.03068431132716,0.030684311327163982
3_From_Review_54,-108.0,-91.62155266462412,16.37844733537588
7_From_Review_400,-88.0,-81.32297765420455,6.67702234579545
8_From_Review_400,-88.0,-81.32297765420455,6.67702234579545
10_From_Review_400,-123.0,-126.90872832379054,3.908728323790541
11_From_Review_400,-123.0,-126.90872832379054,3.908728323790541
13_From_Review_400,-80.0,-79.27169343579948,0.7283065642005226
14_From_Review_400,-80.0,-79.27169343579948,0.7283065642005226
15_From_Review_400,-80.0,-79.27169343579948,0.7283065642005226
7_SO3H_24,-115.38,-112.2229972726008,3.1570027273992025
8_SO3H_24,-115.38,-112.2229972726008,3.1570027273992025
10_SO3H_24,-125.56,-125.13225958719892,0.42774041280108577
11_SO3H_24,-125.56,-125.13225958719892,0.42774041280108577
13_SO3H_24,-127.25,-125.6348982727722,1.6151017272277954
14_SO3H_24,-127.25,-125.6348982727722,1.6151017272277954
16_SO3H_24,-82.68,-80.62495406123055,2.055045938769453
17_SO3H_24,-82.68,-80.62495406123055,2.055045938769453
18_SO3H_24,-82.68,-80.62495406123055,2.055045938769453
6_From_Review_94,-170.0,-165.42929818202452,4.5707018179754755
4_From_Review_59,-212.0,-230.6927093033393,18.692709303339313
0_From_Review_463,-134.0,-134.15161855975333,0.15161855975333083
5_From_Review_463,-73.0,-80.17071690588259,7.1707169058825855
6_From_Review_212,-44.0,-58.34708298375057,14.347082983750568
7_From_Review_212,-44.0,-58.34708298375057,14.347082983750568
4_other_8,-111.1,-108.59204699387305,2.5079530061269395
5_other_8,-111.1,-108.59204699387305,2.5079530061269395
7_other_8,-121.3,-120.22352790116707,1.076472098832923
8_other_8,-121.3,-120.22352790116707,1.076472098832923
10_other_8,-122.27,-122.7213913976488,0.45139139764880554
11_other_8,-122.27,-122.7213913976488,0.45139139764880554
13_other_8,-122.27,-122.64502557937851,0.37502557937851577
14_other_8,-122.27,-122.64502557937851,0.37502557937851577
16_other_8,-125.45,-126.78583345236709,1.3358334523670834
17_other_8,-125.45,-126.78583345236709,1.3358334523670834
19_other_8,-80.0,-80.92748439937824,0.927484399378244
20_other_8,-80.0,-80.92748439937824,0.927484399378244
21_other_8,-80.0,-80.92748439937824,0.927484399378244
4_From_Review_139,-98.0,-122.79242285727042,24.792422857270424
4_From_Review_380,-58.9,-53.42512837136846,5.47487162863154
5_From_Review_380,-58.9,-53.42512837136846,5.47487162863154
6_From_Review_380,-58.9,-53.42512837136846,5.47487162863154
9_From_Review_380,-53.3,-54.3775847375577,1.0775847375577001
10_From_Review_380,-53.3,-54.3775847375577,1.0775847375577001
11_From_Review_380,-53.3,-54.3775847375577,1.0775847375577001
14_From_Review_380,-51.0,-53.89495804592956,2.894958045929563
15_From_Review_380,-51.0,-53.89495804592956,2.894958045929563
16_From_Review_380,-51.0,-53.89495804592956,2.894958045929563
19_From_Review_380,-53.3,-53.89495804592956,0.594958045929566
20_From_Review_380,-53.3,-53.89495804592956,0.594958045929566
21_From_Review_380,-53.3,-53.89495804592956,0.594958045929566
24_From_Review_380,-58.9,-60.09295623653011,1.192956236530108
25_From_Review_380,-58.9,-60.09295623653011,1.192956236530108
26_From_Review_380,-58.9,-60.09295623653011,1.192956236530108
0_From_Review_466,-125.0,-140.0620292968496,15.062029296849602
6_From_Review_466,-126.0,-138.96465522352193,12.96465522352193
0_ethers_5,-86.33,-114.86316349989157,28.53316349989157
2_ethers_5,-86.33,-114.86316349989157,28.53316349989157
5_ethers_5,-125.13,-97.87461990443266,27.255380095567332
6_ethers_5,-125.13,-97.87461990443266,27.255380095567332
8_ethers_5,-138.9,-140.4783042698715,1.578304269871495
9_ethers_5,-138.9,-140.4783042698715,1.578304269871495
0_From_Review_197,-110.0,-123.04501942954232,13.045019429542322
6_From_Review_197,-110.0,-136.21820803129881,26.218208031298815
4_COOH_8,-119.17,-119.29356213701766,0.12356213701765739
5_COOH_8,-119.17,-119.29356213701766,0.12356213701765739
7_COOH_8,-121.89,-122.26365660438077,0.37365660438076986
8_COOH_8,-121.89,-122.26365660438077,0.37365660438076986
10_COOH_8,-121.89,-121.93308141539165,0.04308141539165433
11_COOH_8,-121.89,-121.93308141539165,0.04308141539165433
13_COOH_8,-121.89,-123.08863560474674,1.198635604746741
14_COOH_8,-121.89,-123.08863560474674,1.198635604746741
16_COOH_8,-121.89,-122.94206568310574,1.052065683105738
17_COOH_8,-121.89,-122.94206568310574,1.052065683105738
19_COOH_8,-121.89,-122.94206568310574,1.052065683105738
20_COOH_8,-121.89,-122.94206568310574,1.052065683105738
22_COOH_8,-122.83,-122.94206568310574,0.11206568310574028
23_COOH_8,-122.83,-122.94206568310574,0.11206568310574028
25_COOH_8,-122.83,-122.94206568310574,0.11206568310574028
26_COOH_8,-122.83,-122.94206568310574,0.11206568310574028
28_COOH_8,-122.99,-122.94755591752619,0.04244408247380704
29_COOH_8,-122.99,-122.94755591752619,0.04244408247380704
31_COOH_8,-126.26,-126.78583345236709,0.5258334523670811
32_COOH_8,-126.26,-126.78583345236709,0.5258334523670811
34_COOH_8,-80.97,-80.92748439937824,0.04251560062175486
