23.62210083,30644.875
23.62074857,31249.25
23.61939632,30092
23.61804406,27594.875
23.6166918,24537.625
23.61533955,21496.625
23.61398729,18400.5
23.61263503,14807.125
23.61128277,10780.75
23.60993052,7018.5
23.60857826,4058.125
23.607226,1775.25
23.60587375,-164.75
23.60452149,-1755.625
23.60316923,-2838.625
23.60181698,-3501
23.60046472,-3984.875
23.59911246,-4399
23.5977602,-4669.875
23.59640795,-4706.25
23.59505569,-4655.625
23.59370343,-5015.375
23.59235118,-6338.125
23.59099892,-8686.375
23.58964666,-11345.875
23.58829441,-13176.25
23.58694215,-13495.625
23.58558989,-12763.5
23.58423764,-12062.25
23.58288538,-12091.875
23.58153312,-12863.875
23.58018086,-13955.25
23.57882861,-14934.375
23.57747635,-15600.75
23.57612409,-16000.375
23.57477184,-16297
23.57341958,-16551.625
23.57206732,-16682.375
23.57071507,-16602.75
23.56936281,-16413
23.56801055,-16390.125
23.56665829,-16566.5
23.56530604,-16659.25
23.56395378,-16446.5
23.56260152,-15947.625
23.56124927,-15323.75
23.55989701,-14660.75
23.55854475,-13893.625
23.5571925,-13105.5
23.55584024,-12662.375
23.55448798,-12756.625
23.55313573,-13111.125
23.55178347,-13197.25
23.55043121,-12608.25
23.54907895,-11277.25
23.5477267,-9612.625
23.54637444,-8306.5
23.54502218,-7771.25
23.54366993,-7748.875
23.54231767,-7543.875
23.54096541,-6581.625
23.53961316,-4703.75
23.5382609,-2209.25
23.53690864,275.25
23.53555638,2289.25
23.53420413,3912.125
23.53285187,5559.625
23.53149961,7589.375
23.53014736,9772.75
23.5287951,11161.375
23.52744284,10867.75
23.52609059,8858.125
23.52473833,5916.875
23.52338607,2968.25
23.52203382,654.875
23.52068156,-729.375
23.5193293,-1523.875
23.51797704,-2510.25
23.51662479,-4101.375
23.51527253,-5898.875
23.51392027,-7206.5
23.51256802,-7823
23.51121576,-8010.125
23.5098635,-8081.875
23.50851125,-8320.125
23.50715899,-8933.25
23.50580673,-9992.125
23.50445447,-11400.125
23.50310222,-12740.125
23.50174996,-13494.25
23.5003977,-13431.25
23.49904545,-12556.375
23.49769319,-11154.25
23.49634093,-9606.75
23.49498868,-7901.75
23.49363642,-5778.125
23.49228416,-3199.125
23.49093191,-524.375
23.48957965,1819.5
23.48822739,3690.25
23.48687513,5118
23.48552288,5889.25
23.48417062,5453.5
23.48281836,3559.125
23.48146611,611.625
23.48011385,-2825
23.47876159,-6225.75
23.47740934,-8822.125
23.47605708,-9973.125
23.47470482,-9767.375
23.47335256,-8808.875
23.47200031,-7525.25
23.47064805,-6097
23.46929579,-4892.375
23.46794354,-4167
23.46659128,-3584.75
23.46523902,-2586.125
23.46388677,-1009.875
23.46253451,1033.875
23.46118225,3460.875
23.45983,6082.125
23.45847774,8678.25
23.45712548,11124
23.45577322,13221.125
23.45442097,14723.875
23.45306871,15562
23.45171645,15994.25
23.4503642,16471.25
23.44901194,17252.5
23.44765968,18278.875
23.44630743,19336.125
23.44495517,20305.625
23.44360291,21100.5
23.44225065,21430.375
23.4408984,20984.125
23.43954614,19781.875
23.43819388,18043
23.43684163,15909
23.43548937,13516
23.43413711,10840.125
23.43278486,7755.875
23.4314326,4501.375
23.43008034,1699.375
23.42872809,-159.375
23.42737583,-1151.375
23.42602357,-1741.375
23.42467131,-2172
23.42331906,-2236.125
23.4219668,-1484.25
23.42061454,341.5
23.41926229,2885.25
23.41791003,5402.625
23.41655777,7178.5
23.41520552,7658.125
23.41385326,6641.375
23.412501,4330.5
23.41114874,1145.125
23.40979649,-2186.75
23.40844423,-4652.5
23.40709197,-5568.375
23.40573972,-5063.375
23.40438746,-4026.75
23.4030352,-3553
23.40168295,-4079.5
23.40033069,-5274.875
23.39897843,-6794.375
23.39762617,-8521.625
23.39627392,-10197.5
23.39492166,-11423.875
23.3935694,-12073.125
23.39221715,-12415.25
23.39086489,-12709.75
23.38951263,-12940.375
23.38816038,-12944
23.38680812,-12491.75
23.38545586,-11307.875
23.38410361,-9310.5
23.38275135,-6994.375
23.38139909,-5247.125
23.38004683,-4552.75
23.37869458,-4715.625
23.37734232,-5314.625
23.37599006,-6010.25
23.37463781,-6403.75
23.37328555,-6264.5
23.37193329,-5936.5
23.37058104,-5928.125
23.36922878,-6389.25
23.36787652,-7294.375
23.36652426,-8815.75
23.36517201,-11311.375
23.36381975,-14946.5
23.36246749,-19170.75
23.36111524,-22609.125
23.35976298,-23756.375
23.35841072,-22021.25
23.35705847,-18094.125
23.35570621,-13162.125
23.35435395,-7977
23.3530017,-2989.25
23.35164944,1159.75
23.35029718,3957.5
23.34894492,5439.25
23.34759267,6167.625
23.34624041,6856.5
23.34488815,7751.25
23.3435359,8520.125
23.34218364,8597
23.34083138,7482.125
23.33947913,5012.375
23.33812687,1569.625
23.33677461,-2110.75
23.33542235,-5370.875
23.3340701,-7841.5
23.33271784,-9442.375
23.33136558,-10312.5
23.33001333,-10708.75
23.32866107,-10846
23.32730881,-10740.75
23.32595656,-10305.375
23.3246043,-9626.25
23.32325204,-9109.75
23.32189979,-9169
23.32054753,-9769.75
23.31919527,-10464.75
23.31784301,-10673.625
23.31649076,-9857.875
23.3151385,-7813
23.31378624,-4977.875
23.31243399,-2252.75
23.31108173,-375.875
23.30972947,547.625
23.30837722,861.875
23.30702496,953.875
23.3056727,998.875
23.30432044,839.125
23.30296819,251.5
23.30161593,-620.25
23.30026367,-1300
23.29891142,-1327.375
23.29755916,-495.875
23.2962069,919.5
23.29485465,2178.125
23.29350239,2627.875
23.29215013,2025.25
23.29079788,457.875
23.28944562,-1573.5
23.28809336,-3259.25
23.2867411,-4006.375
23.28538885,-3838.125
23.28403659,-3321.125
23.28268433,-3008.375
23.28133208,-3004.25
23.27997982,-2980.5
23.27862756,-2431.375
23.27727531,-1088.375
23.27592305,758.75
23.27457079,2075
23.27321853,1820.375
23.27186628,109.375
23.27051402,-1915.875
23.26916176,-3218.75
23.26780951,-3626.25
23.26645725,-3652.625
23.26510499,-3814.875
23.26375274,-4324.875
23.26240048,-5148.375
23.26104822,-6091.875
23.25969597,-6885.375
23.25834371,-7136.375
23.25699145,-6680.125
23.25563919,-6077
23.25428694,-6304
23.25293468,-7898.5
23.25158242,-10479.125
23.25023017,-12949.875
23.24887791,-13989.5
23.24752565,-12756
23.2461734,-9609.125
23.24482114,-5909.75
23.24346888,-2946.375
23.24211662,-1034.5
23.24076437,248.5
23.23941211,1056
23.23805985,1164.25
23.2367076,720
23.23535534,244.75
23.23400308,26.5
23.23265083,159.375
23.23129857,913.625
23.22994631,2609.75
23.22859406,5195.75
23.2272418,8079.5
23.22588954,10342.625
23.22453728,11031.375
23.22318503,9511.625
23.22183277,5937
23.22048051,1380.875
23.21912826,-2721.625
23.217776,-5430.625
23.21642374,-6572.75
23.21507149,-6401.375
23.21371923,-5443.25
23.21236697,-4480.875
23.21101471,-4106.5
23.20966246,-4209.125
23.2083102,-4001.375
23.20695794,-2776.625
23.20560569,-517.125
23.20425343,2462.5
23.20290117,5781.625
23.20154892,8641.25
23.20019666,10160.875
23.1988444,10202.375
23.19749215,9263.375
23.19613989,7744.25
23.19478763,5677.375
23.19343537,3019.375
23.19208312,1.125
23.19073086,-2982
23.1893786,-5646.375
23.18802635,-7888.125
23.18667409,-9650.125
23.18532183,-10781.625
23.18396958,-11215.125
23.18261732,-10932.375
23.18126506,-9802.75
23.1799128,-7908.375
23.17856055,-5723
23.17720829,-3830.75
23.17585603,-2492.375
23.17450378,-1412.625
23.17315152,-17.5
23.17179926,1956.75
23.17044701,4194.5
23.16909475,6238.625
23.16774249,8052
23.16639024,10070.75
23.16503798,12723.125
23.16368572,15787.375
23.16233346,18417.625
23.16098121,19890.125
23.15962895,20157.5
23.15827669,19622.875
23.15692444,18717.5
23.15557218,17795.625
23.15421992,17062.5
23.15286767,16623.625
23.15151541,16594.125
23.15016315,16833.125
23.14881089,16914.125
23.14745864,16509
23.14610638,15445.875
23.14475412,13726.25
23.14340187,11646.875
23.14204961,9631.75
23.14069735,7822.625
23.1393451,6160.75
23.13799284,4840.25
23.13664058,4143.5
23.13528832,3944.5
23.13393607,3833.25
23.13258381,3712.875
23.13123155,3638.125
23.1298793,3330.125
23.12852704,2537.625
23.12717478,1442.125
23.12582253,492.625
23.12447027,72.125
23.12311801,410
23.12176576,1472
23.1204135,2847.875
23.11906124,4003.25
23.11770898,4693.375
23.11635673,4824.375
23.11500447,4231.5
23.11365221,2977.625
23.11229996,1372
23.1109477,-397.875
23.10959544,-2172.875
23.10824319,-3429.875
23.10689093,-3448
23.10553867,-2010
23.10418641,199.875
23.10283416,1945.25
23.1014819,2236
23.10012964,872.875
23.09877739,-1640.5
23.09742513,-4557.625
23.09607287,-7183.5
23.09472062,-8970.75
23.09336836,-9707.25
23.0920161,-9584.375
23.09066385,-8845.125
23.08931159,-7572.875
23.08795933,-5892.625
23.08660707,-3938
23.08525482,-1716.375
23.08390256,656.125
23.0825503,2794
23.08119805,4345.875
23.07984579,5099.75
23.07849353,4917.875
23.07714128,4155.625
23.07578902,3643.25
23.07443676,3853.75
23.0730845,4570.25
23.07173225,5239.125
23.07037999,5228.25
23.06902773,4221.375
23.06767548,2558
23.06632322,806.875
23.06497096,-745.125
23.06361871,-1992.875
23.06226645,-2818
23.06091419,-3001.75
23.05956194,-2112.25
23.05820968,85.625
23.05685742,2970.625
23.05550516,5399
23.05415291,6802.625
23.05280065,7463.625
23.05144839,7834.125
23.05009614,8342
23.04874388,9315.125
23.04739162,10618.875
23.04603937,11780.5
23.04468711,12494.75
23.04333485,12786.75
23.04198259,12777
23.04063034,12399.5
23.03927808,11366.25
23.03792582,9482.5
23.03657357,6994.25
23.03522131,4541.125
23.03386905,2749
23.0325168,1953
23.03116454,2304.25
23.02981228,3814.375
23.02846003,6212.625
23.02710777,8958.375
23.02575551,11321.875
23.02440325,12619.75
23.023051,12703.25
23.02169874,11971.25
23.02034648,10908.125
23.01899423,9791.125
23.01764197,8597
23.01628971,7113
23.01493746,5407.125
23.0135852,4225.875
23.01223294,4449.25
23.01088068,5995
23.00952843,7848.125
23.00817617,9240.75
23.00682391,10290.375
23.00547166,11430.625
23.0041194,12663.625
23.00276714,13552.75
