1,2,9,4,3,5,6,8,10,7,11,13,18,16,14,12,17,19,15,22,20,23,21,0
0,2,4,3,5,9,6,8,10,7,11,13,18,12,16,14,17,19,15,20,22,23,21,1
3,4,1,5,7,6,8,0,10,9,11,13,12,18,14,16,17,19,15,20,22,23,21,2
2,4,1,5,10,7,8,0,9,6,11,12,18,13,19,14,17,16,15,20,23,22,21,3
2,3,1,5,7,6,0,8,10,9,11,13,12,14,18,16,19,17,15,20,22,23,21,4
6,7,2,8,10,4,9,3,1,11,13,12,0,14,16,18,17,19,15,20,22,21,23,5
5,7,2,8,13,4,9,1,11,12,10,3,0,14,16,15,18,17,19,20,22,21,23,6
5,6,2,8,12,4,3,10,11,13,9,1,14,19,0,17,18,15,16,20,21,22,23,7
9,10,11,5,13,7,12,6,2,14,18,3,16,1,17,19,4,15,0,20,22,21,23,8
8,10,11,5,16,1,6,14,18,13,2,0,17,3,12,7,15,19,4,20,22,23,21,9
8,9,18,5,11,3,12,7,2,19,17,14,1,13,6,16,4,15,0,20,23,22,21,10
12,13,8,14,15,10,9,16,5,17,7,19,6,18,20,2,21,3,22,1,4,23,0,11
11,13,8,14,7,19,15,10,5,17,6,9,16,18,20,2,21,3,4,22,23,1,0,12
11,12,14,8,6,15,16,5,9,7,10,17,19,18,2,1,20,3,4,21,22,0,23,13
16,15,17,11,13,18,19,12,20,8,9,22,21,10,23,5,6,7,2,3,1,0,4,14
14,16,11,17,21,13,12,20,19,22,18,8,23,9,10,5,6,7,2,3,1,0,4,15
14,15,17,11,22,9,13,18,20,8,21,19,12,10,23,5,6,7,1,2,0,3,4,16
19,18,14,20,16,15,23,22,21,11,10,12,8,9,13,5,7,6,3,2,1,0,4,17
17,19,10,14,20,16,23,22,9,8,11,15,21,12,13,5,3,7,2,1,6,0,4,18
17,18,14,20,12,23,21,11,10,15,8,16,22,13,9,7,5,3,6,2,1,4,0,19
21,22,23,17,18,19,14,15,16,11,12,10,8,9,13,5,7,6,3,2,1,0,4,20
20,23,22,17,15,19,14,16,18,11,12,13,10,8,9,5,7,6,3,2,1,0,4,21
20,23,21,17,16,18,14,15,19,11,9,10,8,13,12,5,6,7,1,2,3,0,4,22
20,21,22,17,18,19,14,15,16,10,11,12,8,9,13,5,7,3,2,6,1,0,4,23
